Year,State,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group),To (Reference group),Cigarette Use Prevalence % (Reference group),Disparity Value,Mean Disparity Value (Focus Group),region
2014,Kansas,Race and Ethnicity,Non-Hispanic Black,25.5,Hispanic,14.2,1.8,NA,Midwest
2014,Kansas,Race and Ethnicity,Non-Hispanic Black,25.5,Non-Hispanic AIAN,35.1,0.7,NA,Midwest
2014,Kansas,Race and Ethnicity,Non-Hispanic Black,25.5,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Kansas,Race and Ethnicity,Non-Hispanic Black,25.5,Non-Hispanic White,17.5,1.5,NA,Midwest
2014,Kansas,Race and Ethnicity,Non-Hispanic White,17.5,Hispanic,14.2,1.2,NA,Midwest
2014,Kansas,Race and Ethnicity,Non-Hispanic White,17.5,Non-Hispanic AIAN,35.1,0.5,NA,Midwest
2014,Kansas,Race and Ethnicity,Non-Hispanic White,17.5,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Kansas,Race and Ethnicity,Non-Hispanic White,17.5,Non-Hispanic Black,25.5,0.7,NA,Midwest
2014,Kentucky,Race and Ethnicity,Hispanic,26.5,Non-Hispanic AIAN,44.1,0.6,NA,South
2014,Kentucky,Race and Ethnicity,Hispanic,26.5,Non-Hispanic Asian,NA,NA,NA,South
2014,Kentucky,Race and Ethnicity,Hispanic,26.5,Non-Hispanic Black,29.7,0.9,NA,South
2014,Kentucky,Race and Ethnicity,Hispanic,26.5,Non-Hispanic White,25.5,1,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic AIAN,44.1,Hispanic,26.5,1.7,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic AIAN,44.1,Non-Hispanic Asian,NA,NA,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic AIAN,44.1,Non-Hispanic Black,29.7,1.5,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic AIAN,44.1,Non-Hispanic White,25.5,1.7,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic Asian,NA,Hispanic,26.5,NA,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic AIAN,44.1,NA,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic Black,29.7,NA,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic White,25.5,NA,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic Black,29.7,Hispanic,26.5,1.1,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic Black,29.7,Non-Hispanic AIAN,44.1,0.7,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic Black,29.7,Non-Hispanic Asian,NA,NA,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic Black,29.7,Non-Hispanic White,25.5,1.2,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic White,25.5,Hispanic,26.5,1,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic White,25.5,Non-Hispanic AIAN,44.1,0.6,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic White,25.5,Non-Hispanic Asian,NA,NA,NA,South
2014,Kentucky,Race and Ethnicity,Non-Hispanic White,25.5,Non-Hispanic Black,29.7,0.9,NA,South
2014,Louisiana,Race and Ethnicity,Hispanic,19.8,Non-Hispanic AIAN,31.6,0.6,NA,South
2014,Louisiana,Race and Ethnicity,Hispanic,19.8,Non-Hispanic Asian,NA,NA,NA,South
2014,Louisiana,Race and Ethnicity,Hispanic,19.8,Non-Hispanic Black,24.6,0.8,NA,South
2014,Louisiana,Race and Ethnicity,Hispanic,19.8,Non-Hispanic White,23.8,0.8,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic AIAN,31.6,Hispanic,19.8,1.6,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic AIAN,31.6,Non-Hispanic Asian,NA,NA,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic AIAN,31.6,Non-Hispanic Black,24.6,1.3,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic AIAN,31.6,Non-Hispanic White,23.8,1.3,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic Asian,NA,Hispanic,19.8,NA,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic AIAN,31.6,NA,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic Black,24.6,NA,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic White,23.8,NA,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic Black,24.6,Hispanic,19.8,1.2,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic Black,24.6,Non-Hispanic AIAN,31.6,0.8,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic Black,24.6,Non-Hispanic Asian,NA,NA,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic Black,24.6,Non-Hispanic White,23.8,1,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic White,23.8,Hispanic,19.8,1.2,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic White,23.8,Non-Hispanic AIAN,31.6,0.8,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic White,23.8,Non-Hispanic Asian,NA,NA,NA,South
2014,Louisiana,Race and Ethnicity,Non-Hispanic White,23.8,Non-Hispanic Black,24.6,1,NA,South
2014,Maine,Race and Ethnicity,Hispanic,33.2,Non-Hispanic AIAN,42.1,0.8,NA,Northeast
2014,Maine,Race and Ethnicity,Hispanic,33.2,Non-Hispanic Asian,NA,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Hispanic,33.2,Non-Hispanic Black,NA,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Hispanic,33.2,Non-Hispanic White,18.5,1.8,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic AIAN,42.1,Hispanic,33.2,1.3,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic AIAN,42.1,Non-Hispanic Asian,NA,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic AIAN,42.1,Non-Hispanic Black,NA,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic AIAN,42.1,Non-Hispanic White,18.5,2.3,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic Asian,NA,Hispanic,33.2,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic AIAN,42.1,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic Black,NA,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic White,18.5,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic Black,NA,Hispanic,33.2,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic Black,NA,Non-Hispanic AIAN,42.1,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic Black,NA,Non-Hispanic Asian,NA,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic Black,NA,Non-Hispanic White,18.5,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic White,18.5,Hispanic,33.2,0.6,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic White,18.5,Non-Hispanic AIAN,42.1,0.4,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic White,18.5,Non-Hispanic Asian,NA,NA,NA,Northeast
2014,Maine,Race and Ethnicity,Non-Hispanic White,18.5,Non-Hispanic Black,NA,NA,NA,Northeast
2014,Maryland,Race and Ethnicity,Hispanic,8.2,Non-Hispanic AIAN,NA,NA,NA,South
2014,Maryland,Race and Ethnicity,Hispanic,8.2,Non-Hispanic Asian,NA,NA,NA,South
2014,Maryland,Race and Ethnicity,Hispanic,8.2,Non-Hispanic Black,16.8,0.5,NA,South
2014,Maryland,Race and Ethnicity,Hispanic,8.2,Non-Hispanic White,15.5,0.5,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic AIAN,NA,Hispanic,8.2,NA,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic AIAN,NA,Non-Hispanic Asian,NA,NA,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic AIAN,NA,Non-Hispanic Black,16.8,NA,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic AIAN,NA,Non-Hispanic White,15.5,NA,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic Asian,NA,Hispanic,8.2,NA,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic AIAN,NA,NA,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic Black,16.8,NA,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic White,15.5,NA,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic Black,16.8,Hispanic,8.2,2,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic Black,16.8,Non-Hispanic AIAN,NA,NA,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic Black,16.8,Non-Hispanic Asian,NA,NA,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic Black,16.8,Non-Hispanic White,15.5,1.1,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic White,15.5,Hispanic,8.2,1.9,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic White,15.5,Non-Hispanic AIAN,NA,NA,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic White,15.5,Non-Hispanic Asian,NA,NA,NA,South
2014,Maryland,Race and Ethnicity,Non-Hispanic White,15.5,Non-Hispanic Black,16.8,0.9,NA,South
2014,Massachusetts,Race and Ethnicity,Hispanic,17.1,Non-Hispanic AIAN,26.6,0.6,1.425,Northeast
2014,Massachusetts,Race and Ethnicity,Hispanic,17.1,Non-Hispanic Asian,6,2.9,1.425,Northeast
2014,Massachusetts,Race and Ethnicity,Hispanic,17.1,Non-Hispanic Black,16.6,1,1.425,Northeast
2014,Massachusetts,Race and Ethnicity,Hispanic,17.1,Non-Hispanic White,14.4,1.2,1.425,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic AIAN,26.6,Hispanic,17.1,1.6,2.35,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic AIAN,26.6,Non-Hispanic Asian,6,4.4,2.35,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic AIAN,26.6,Non-Hispanic Black,16.6,1.6,2.35,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic AIAN,26.6,Non-Hispanic White,14.4,1.8,2.35,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic Asian,6,Hispanic,17.1,0.4,0.35,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic Asian,6,Non-Hispanic AIAN,26.6,0.2,0.35,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic Asian,6,Non-Hispanic Black,16.6,0.4,0.35,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic Asian,6,Non-Hispanic White,14.4,0.4,0.35,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic Black,16.6,Hispanic,17.1,1,1.4,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic Black,16.6,Non-Hispanic AIAN,26.6,0.6,1.4,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic Black,16.6,Non-Hispanic Asian,6,2.8,1.4,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic Black,16.6,Non-Hispanic White,14.4,1.2,1.4,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic White,14.4,Hispanic,17.1,0.8,1.15,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic White,14.4,Non-Hispanic AIAN,26.6,0.5,1.15,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic White,14.4,Non-Hispanic Asian,6,2.4,1.15,Northeast
2014,Massachusetts,Race and Ethnicity,Non-Hispanic White,14.4,Non-Hispanic Black,16.6,0.9,1.15,Northeast
2014,Michigan,Race and Ethnicity,Hispanic,32.4,Non-Hispanic AIAN,61.5,0.5,NA,Midwest
2014,Michigan,Race and Ethnicity,Hispanic,32.4,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Michigan,Race and Ethnicity,Hispanic,32.4,Non-Hispanic Black,22.3,1.5,NA,Midwest
2014,Michigan,Race and Ethnicity,Hispanic,32.4,Non-Hispanic White,20.1,1.6,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic AIAN,61.5,Hispanic,32.4,1.9,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic AIAN,61.5,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic AIAN,61.5,Non-Hispanic Black,22.3,2.8,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic AIAN,61.5,Non-Hispanic White,20.1,3.1,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic Asian,NA,Hispanic,32.4,NA,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic AIAN,61.5,NA,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic Black,22.3,NA,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic White,20.1,NA,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic Black,22.3,Hispanic,32.4,0.7,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic Black,22.3,Non-Hispanic AIAN,61.5,0.4,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic Black,22.3,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic Black,22.3,Non-Hispanic White,20.1,1.1,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic White,20.1,Hispanic,32.4,0.6,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic White,20.1,Non-Hispanic AIAN,61.5,0.3,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic White,20.1,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Michigan,Race and Ethnicity,Non-Hispanic White,20.1,Non-Hispanic Black,22.3,0.9,NA,Midwest
2014,Minnesota,Race and Ethnicity,Hispanic,14.3,Non-Hispanic AIAN,38.6,0.4,0.85,Midwest
2014,Minnesota,Race and Ethnicity,Hispanic,14.3,Non-Hispanic Asian,9.5,1.5,0.85,Midwest
2014,Minnesota,Race and Ethnicity,Hispanic,14.3,Non-Hispanic Black,22.3,0.6,0.85,Midwest
2014,Minnesota,Race and Ethnicity,Hispanic,14.3,Non-Hispanic White,15.9,0.9,0.85,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic AIAN,38.6,Hispanic,14.3,2.7,2.725,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic AIAN,38.6,Non-Hispanic Asian,9.5,4.1,2.725,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic AIAN,38.6,Non-Hispanic Black,22.3,1.7,2.725,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic AIAN,38.6,Non-Hispanic White,15.9,2.4,2.725,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic Asian,9.5,Hispanic,14.3,0.7,0.475,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic Asian,9.5,Non-Hispanic AIAN,38.6,0.2,0.475,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic Asian,9.5,Non-Hispanic Black,22.3,0.4,0.475,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic Asian,9.5,Non-Hispanic White,15.9,0.6,0.475,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic Black,22.3,Hispanic,14.3,1.6,1.475,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic Black,22.3,Non-Hispanic AIAN,38.6,0.6,1.475,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic Black,22.3,Non-Hispanic Asian,9.5,2.3,1.475,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic Black,22.3,Non-Hispanic White,15.9,1.4,1.475,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic White,15.9,Hispanic,14.3,1.1,0.975,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic White,15.9,Non-Hispanic AIAN,38.6,0.4,0.975,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic White,15.9,Non-Hispanic Asian,9.5,1.7,0.975,Midwest
2014,Minnesota,Race and Ethnicity,Non-Hispanic White,15.9,Non-Hispanic Black,22.3,0.7,0.975,Midwest
2014,Mississippi,Race and Ethnicity,Hispanic,NA,Non-Hispanic AIAN,NA,NA,NA,South
2014,Mississippi,Race and Ethnicity,Hispanic,NA,Non-Hispanic Asian,NA,NA,NA,South
2014,Mississippi,Race and Ethnicity,Hispanic,NA,Non-Hispanic Black,20.7,NA,NA,South
2014,Mississippi,Race and Ethnicity,Hispanic,NA,Non-Hispanic White,25.3,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic AIAN,NA,Hispanic,NA,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic AIAN,NA,Non-Hispanic Asian,NA,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic AIAN,NA,Non-Hispanic Black,20.7,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic AIAN,NA,Non-Hispanic White,25.3,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic Asian,NA,Hispanic,NA,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic AIAN,NA,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic Black,20.7,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic White,25.3,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic Black,20.7,Hispanic,NA,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic Black,20.7,Non-Hispanic AIAN,NA,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic Black,20.7,Non-Hispanic Asian,NA,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic Black,20.7,Non-Hispanic White,25.3,0.8,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic White,25.3,Hispanic,NA,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic White,25.3,Non-Hispanic AIAN,NA,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic White,25.3,Non-Hispanic Asian,NA,NA,NA,South
2014,Mississippi,Race and Ethnicity,Non-Hispanic White,25.3,Non-Hispanic Black,20.7,1.2,NA,South
2014,Missouri,Race and Ethnicity,Hispanic,21,Non-Hispanic AIAN,NA,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Hispanic,21,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Hispanic,21,Non-Hispanic Black,21.2,1,NA,Midwest
2014,Missouri,Race and Ethnicity,Hispanic,21,Non-Hispanic White,20.8,1,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic AIAN,NA,Hispanic,21,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic AIAN,NA,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic AIAN,NA,Non-Hispanic Black,21.2,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic AIAN,NA,Non-Hispanic White,20.8,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic Asian,NA,Hispanic,21,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic AIAN,NA,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic Black,21.2,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic White,20.8,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic Black,21.2,Hispanic,21,1,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic Black,21.2,Non-Hispanic AIAN,NA,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic Black,21.2,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic Black,21.2,Non-Hispanic White,20.8,1,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic White,20.8,Hispanic,21,1,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic White,20.8,Non-Hispanic AIAN,NA,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic White,20.8,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Missouri,Race and Ethnicity,Non-Hispanic White,20.8,Non-Hispanic Black,21.2,1,NA,Midwest
2014,Montana,Race and Ethnicity,Hispanic,32.2,Non-Hispanic AIAN,43.1,0.7,NA,West
2014,Montana,Race and Ethnicity,Hispanic,32.2,Non-Hispanic Asian,NA,NA,NA,West
2014,Montana,Race and Ethnicity,Hispanic,32.2,Non-Hispanic Black,NA,NA,NA,West
2014,Montana,Race and Ethnicity,Hispanic,32.2,Non-Hispanic White,17.8,1.8,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic AIAN,43.1,Hispanic,32.2,1.3,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic AIAN,43.1,Non-Hispanic Asian,NA,NA,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic AIAN,43.1,Non-Hispanic Black,NA,NA,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic AIAN,43.1,Non-Hispanic White,17.8,2.4,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic Asian,NA,Hispanic,32.2,NA,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic AIAN,43.1,NA,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic Black,NA,NA,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic White,17.8,NA,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic Black,NA,Hispanic,32.2,NA,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic Black,NA,Non-Hispanic AIAN,43.1,NA,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic Black,NA,Non-Hispanic Asian,NA,NA,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic Black,NA,Non-Hispanic White,17.8,NA,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic White,17.8,Hispanic,32.2,0.6,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic White,17.8,Non-Hispanic AIAN,43.1,0.4,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic White,17.8,Non-Hispanic Asian,NA,NA,NA,West
2014,Montana,Race and Ethnicity,Non-Hispanic White,17.8,Non-Hispanic Black,NA,NA,NA,West
2014,Nebraska,Race and Ethnicity,Hispanic,14,Non-Hispanic AIAN,46.6,0.3,NA,Midwest
2014,Nebraska,Race and Ethnicity,Hispanic,14,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Nebraska,Race and Ethnicity,Hispanic,14,Non-Hispanic Black,19.9,0.7,NA,Midwest
2014,Nebraska,Race and Ethnicity,Hispanic,14,Non-Hispanic White,17,0.8,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic AIAN,46.6,Hispanic,14,3.3,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic AIAN,46.6,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic AIAN,46.6,Non-Hispanic Black,19.9,2.3,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic AIAN,46.6,Non-Hispanic White,17,2.7,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic Asian,NA,Hispanic,14,NA,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic AIAN,46.6,NA,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic Black,19.9,NA,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic White,17,NA,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic Black,19.9,Hispanic,14,1.4,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic Black,19.9,Non-Hispanic AIAN,46.6,0.4,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic Black,19.9,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic Black,19.9,Non-Hispanic White,17,1.2,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic White,17,Hispanic,14,1.2,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic White,17,Non-Hispanic AIAN,46.6,0.4,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic White,17,Non-Hispanic Asian,NA,NA,NA,Midwest
2014,Nebraska,Race and Ethnicity,Non-Hispanic White,17,Non-Hispanic Black,19.9,0.9,NA,Midwest
2014,Nevada,Race and Ethnicity,Hispanic,15.8,Non-Hispanic AIAN,34.8,0.5,NA,West
2014,Nevada,Race and Ethnicity,Hispanic,15.8,Non-Hispanic Asian,NA,NA,NA,West
2014,Nevada,Race and Ethnicity,Hispanic,15.8,Non-Hispanic Black,24.6,0.6,NA,West
2014,Nevada,Race and Ethnicity,Hispanic,15.8,Non-Hispanic White,17.2,0.9,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic AIAN,34.8,Hispanic,15.8,2.2,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic AIAN,34.8,Non-Hispanic Asian,NA,NA,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic AIAN,34.8,Non-Hispanic Black,24.6,1.4,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic AIAN,34.8,Non-Hispanic White,17.2,2,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic Asian,NA,Hispanic,15.8,NA,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic AIAN,34.8,NA,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic Black,24.6,NA,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic Asian,NA,Non-Hispanic White,17.2,NA,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic Black,24.6,Hispanic,15.8,1.6,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic Black,24.6,Non-Hispanic AIAN,34.8,0.7,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic Black,24.6,Non-Hispanic Asian,NA,NA,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic Black,24.6,Non-Hispanic White,17.2,1.4,NA,West
2014,Nevada,Race and Ethnicity,Non-Hispanic White,17.2,Hispanic,15.8,1.1,NA,West
